ID,RequirementText,Functional (F),Availability (A),Fault Tolerance (FT),Legal (L),Look & Feel (LF),Maintainability (MN),Operability (O),Performance (PE),Portability (PO),Scalability (SC),Security (SE),Usability (US)
4915,"A list of disputes meeting search criteria must be provided, differentiating by color-coded status.",,,,,,,,,,,,
4916,The Disputes System shall provide users with the ability to view the history of all activities on dispute cases.,,,,,,,,,,,,
4917,"The Dispute System shall enable users to follow up on dispute cases, filtering follow-up actions by case status and user access level.",,,,,,,,,,,,
4918,"The Disputes System shall record user names and dates for all case-related activities, maintaining detailed audit history.",,,,,,,,,,,,
4919,"For any systematic action, such as disputes aging process, a case activity will be generated, and the user who initiated the dispute case must be notified upon next logon.",,,,,,,,,,,,
4920,All letter requests must adhere to formatting guidelines specified by the Print Letter Utility system.,,,,,,,,,,,,
4921,Any disputes cases closed for over 6 months must be purged from the online disputes database.,,,,,,,,,,,,
4922,"The product shall interface with the Choice Parts System, providing the feed of recycled parts data.",,,,,,,,,,,,
4923,The product shall run on existing hardware for all environments.,,,,,,,,,,,,
4924,The product shall adhere to corporate Architecture guidelines.,,,,,,,,,,,,
4925,The product shall comply with corporate User Interface Guidelines.,,,,,,,,,,,,
4926,The product shall comply with corporate color scheme.,,,,,,,,,,,,
4927,Professional appearance of the product is required.,,,,,,,,,,,,
4928,"The product must be user-friendly, with 95% of Adjusters and Collision Estimators finding it easy to use.",,,,,,,,,,,,
4929,"The product should enhance the productivity of Collision Estimators, with 80% agreeing their productivity has increased within one month.",,,,,,,,,,,,
4930,User satisfaction with the product is targeted at 85%.,,,,,,,,,,,,
4931,The product must be easily learnable within two days of onsite training for Adjusters and Collision Estimators.,,,,,,,,,,,,
4932,User help resources should be accessible within 90% of the system.,,,,,,,,,,,,
4933,The search for recycled parts must be completed within 15 seconds.,,,,,,,,,,,,
4934,The search for the preferred repair facility should be completed within 8 seconds.,,,,,,,,,,,,
4935,The recycled parts audit report must be returned within 10 seconds.,,,,,,,,,,,,
4936,Preferred repair facility ratings should be saved within 5 seconds.,,,,,,,,,,,,
4937,"The average number of recycled parts records per day shall be 50,000.",,,,,,,,,,,,
4938,"The product shall be able to handle 10,000 concurrent users within 2 years of the initial launch.",,,,,,,,,,,,
4939,"For estimators, the product shall be able to be operated in a repair facility during dirty and noisy conditions.",,,,,,,,,,,,
4940,Only adjusters can request recycled parts audit reports.,,,,,,,,,,,,
4941,Only adjusters with a supervisor role can update preferred repair facility ratings.,,,,,,,,,,,,
4942,One insurance company shall not be able to view another insurance company's claim data.,,,,,,,,,,,,
4943,The product shall be free of computer viruses.,,,,,,,,,,,,
4944,"The system shall prevent malicious attacks, including denial of service.",,,,,,,,,,,,
4945,The user shall search for the preferred repair facility using vehicle location and radius in miles.,,,,,,,,,,,,
4946,"The vehicle data shall include vehicle year, make, and model.",,,,,,,,,,,,
4947,"The vehicle location shall include street address, city, state, and zipcode.",,,,,,,,,,,,
4948,"The system shall resolve the zipcode for the street address, city, and state if zipcode is unknown.",,,,,,,,,,,,
4949,The search radius shall be between 1 and 30 miles.,,,,,,,,,,,,
4950,The system shall locate the preferred repair facility with the highest ratings for the input criteria.,,,,,,,,,,,,
4951,The adjuster shall be able to override the preferred repair facility on the estimate assignment.,,,,,,,,,,,,
4952,The estimator shall search by zipcode with a radius of 30 miles if no parts are found for the preferred parts suppliers.,,,,,,,,,,,,
4953,The audit report shall include the percentage of available recycled parts used in the estimate.,,,,,,,,,,,,
4954,The audit report shall include the total score of the audit which sums the individual line items.,,,,,,,,,,,,
4955,The user shall enter new ratings based on the audit report.,,,,,,,,,,,,
4956,The ratings shall be from a scale of 1-10.,,,,,,,,,,,,
4957,The ratings shall include categories for attempted use of recycled parts and actual use of recycled parts.,,,,,,,,,,,,
4958,The product’s Look and Feel shall be able to incorporate aspects of the customer’s organization such as logo branding and identity.,,,,,,,,,,,,
4959,An employee will be able to successfully use the product within a few minutes.,,,,,,,,,,,,
4960,The response shall be fast enough to avoid interrupting the user’s flow of thought. 90% of tasks shall complete within 5 seconds. 98% of tasks shall complete within 8 seconds.,,,,,,,,,,,,
4961,Aside from server failure the software product shall achieve 99.99% up time.,,,,,,,,,,,,
4962,The product shall be capable of handling up to 1000 concurrent requests.,,,,,,,,,,,,
4963,The concurrency capacity must be able to handle peak scheduling times such as early morning and late afternoon hours.,,,,,,,,,,,,
4964,"The product shall be able to process 10,000 transactions per hour within two years of its launch.",,,,,,,,,,,,
4965,"When creating a new session, the session creator shall assign one or more moderators.",,,,,,,,,,,,
4966,"When creating a new session, the session creator shall assign the session a name.",,,,,,,,,,,,
4967,"When creating a new session, the session creator shall create a problem description.",,,,,,,,,,,,
4968,"When creating a new session, the session creator shall be able to set an open and close time and date.",,,,,,,,,,,,
4969,"When creating a new session, the session creator shall be able to toggle whether the session is secure or not.",,,,,,,,,,,,
4970,A moderator shall be able to edit a previously created session.,,,,,,,,,,,,
4971,The session shall conclude after the specified amount of time has passed.,,,,,,,,,,,,
4972,The session shall conclude if a specified amount of ideas has been generated.,,,,,,,,,,,,
4973,The moderator shall be able to close a session at any time.,,,,,,,,,,,,
4974,The moderator shall be able to open a closed session.,,,,,,,,,,,,
4975,A moderator shall be able to assign the maximum number of participants to a session.,,,,,,,,,,,,
4976,All sessions shall be able to have multiple moderators.,,,,,,,,,,,,
4977,Session creators and moderators shall be able to import data from previously closed sessions into a currently open session.,,,,,,,,,,,,
4978,All sessions shall be associated with a single EDGE project.,,,,,,,,,,,,
4979,The moderator shall be able to specify a time warning until the current phase is completed.,,,,,,,,,,,,
4980,The moderator shall be able to view a session management screen.,,,,,,,,,,,,
4981,The users shall be able to add/edit/remove their own ideas.,,,,,,,,,,,,
4982,The system shall inform the user if they have reached their limit of created nodes.,,,,,,,,,,,,
4983,A Moderator shall be able to limit the number of nodes that an individual user can create.,,,,,,,,,,,,
4984,A Moderator shall be able to limit the maximum number of nodes that can be created in a session.,,,,,,,,,,,,
4985,All user created nodes shall be filtered for profanity and removed if any exists.,,,,,,,,,,,,
4986,A Moderator shall be able to specify a warning for total ideas remaining.,,,,,,,,,,,,
4987,A Moderator shall be able to specify a warning for total time remaining.,,,,,,,,,,,,
4988,Users shall be verified upon logging in LDAP.,,,,,,,,,,,,
4989,Users shall be able to select a session based on the FACET and the tool they wish to use.,,,,,,,,,,,,
4990,The moderator shall be able to set a warning time to email users how many minutes are left in the current session.,,,,,,,,,,,,
4991,The screen shall allow the moderator to filter/sort/view/edit/close sessions.,,,,,,,,,,,,
4992,Secure sessions will require users to have been guest members before logging in.,,,,,,,,,,,,
4993,A moderator shall be able to enter in teasers.,,,,,,,,,,,,
4994,Teasers shall be tracked in the database the same as ideas are tracked.,,,,,,,,,,,,
4995,Each idea shall be listed on its own line in a numbered list in the idea phase.,,,,,,,,,,,,
4996,"By default, the page shall not auto scroll when new ideas are added into the list.",,,,,,,,,,,,
4997,There shall be a setting to allow new ideas to be added to the top of the list.,,,,,,,,,,,,
4998,Only a moderator shall be able to group ideas and specify a name for the group.,,,,,,,,,,,,
4999,Users shall be able to flag inappropriate content.,,,,,,,,,,,,
5000,Flagged ideas shall go to a separate moderator page for resolution.,,,,,,,,,,,,
5001,The moderator shall be able to remove/edit any ideas during the idea and grouping phases.,,,,,,,,,,,,
5002,Voters shall not be aware of multiplicity in ideas.,,,,,,,,,,,,
5003,"The moderator shall be able to view all grouped ideas, including duplicates.",,,,,,,,,,,,
5004,The idea field shall be limited to a maximum of 250 characters to match the current EDGE system limitation.,,,,,,,,,,,,
5005,Moderators shall be able to combine groups with other groups.,,,,,,,,,,,,
5006,Moderators shall be able to remove groups.,,,,,,,,,,,,
5007,A Moderator shall be able to assign a number of votes for participants.,,,,,,,,,,,,
5008,Users shall be able to vote for any individual idea or an idea group.,,,,,,,,,,,,
5009,The displayed number of total ideas shall be updated frequently.,,,,,,,,,,,,
5010,The Moderator shall know who has not finished casting their votes.,,,,,,,,,,,,
5011,The Moderator shall be able to send an email to warn users that the session is about to close.,,,,,,,,,,,,
5012,The Disputes System shall preserve user phases even when moderators revert to a previous phase.,,,,,,,,,,,,
5013,All Users will be able to view the next product by swiping left to right.,,,,,,,,,,,,
5014,All users shall be able to navigate to the Catalogue using the sub navigation icons.,,,,,,,,,,,,
5015,"The ride coordination system shall prioritize a user-friendly, secure, and reliable experience.",,,,,,,,,,,,
5016,The carpool system shall allow users to define their availability and automatically assign them as drivers based on pre-determined criteria.,,,,,,,,,,,,
5017,The system shall integrate with Google Maps to provide location and travel time details.,,,,,,,,,,,,
5018,The application shall maintain a list of classes for the user.,,,,,,,,,,,,
5019,Users shall be able to add a class to a list of classes in which they are enrolled.,,,,,,,,,,,,
5020,Users shall be able to remove classes from the list of classes in which they are enrolled.,,,,,,,,,,,,
5021,Users shall be able to completely reset their lists of classes and assignments.,,,,,,,,,,,,
5022,Users shall be able to authenticate to the application using their Radford University username and password.,,,,,,,,,,,,
5023,The application shall be able to automatically download the class schedule of authenticated users.,,,,,,,,,,,,
5024,The user shall be able to view their list of classes.,,,,,,,,,,,,
5025,The app shall maintain a list of assignments associated with each class in the list of classes.,,,,,,,,,,,,
5026,Users shall be able to add an assignment to a list of assignments.,,,,,,,,,,,,
5027,Users shall be able to edit assignments in their list of assignments.,,,,,,,,,,,,
5028,Users shall be able to remove an assignment from their list of assignments.,,,,,,,,,,,,
5029,Users shall be able to clear all assignments for a particular class.,,,,,,,,,,,,
5030,The user shall be able to set the name of an assignment.,,,,,,,,,,,,
5031,The user shall be able to set the description of an assignment.,,,,,,,,,,,,
5032,The user shall be able to set the due date of an assignment.,,,,,,,,,,,,
5033,The user shall be able to set the class which an assignment belongs to.,,,,,,,,,,,,
5034,The user shall be able to set notification parameters for an assignment.,,,,,,,,,,,,
5035,The user shall be able to view their list of assignments ordered by due date.,,,,,,,,,,,,
5036,The user shall be able to view their list of assignments grouped by class.,,,,,,,,,,,,
5037,The user shall be able to view the detailed attributes of a single assignment.,,,,,,,,,,,,
5038,The application shall be able to notify the user when an assignment is close to its due date.,,,,,,,,,,,,
5039,A server shall host the Foodie App and provide system data processing and storage capability.,,,,,,,,,,,,
5040,A surface app page shall provide a customer with all customer system functionality.,,,,,,,,,,,,
5041,An app shall provide a User/Restaurant with all user/restaurant system functionality (according to access control).,,,,,,,,,,,,
5042,A display shall provide a Delivery Boy with all Delivery boy system functionality.,,,,,,,,,,,,
5043,A app shall be capable of interfacing with a register to facilitate the accurate processing of a payment.,,,,,,,,,,,,
5044,"When in billing mode, app shall display a representation of a cash payment for the items ordered.",,,,,,,,,,,,
5045,"When in billing mode, app shall display a representation of a bankcard payment for each customer.",,,,,,,,,,,,
5046,Customer shall able to order item from wallet amount,,,,,,,,,,,,
5047,Customer shall able to cancel order and if cancelled money will be transferred to wallet to order food for next time(If Card Payment),,,,,,,,,,,,
5048,Customer shall able to receive delivery boy details once order picked up,,,,,,,,,,,,
5049,Customer shall able to track the delivery boy details,,,,,,,,,,,,
5050,Customer shall able to give rating for restaurant and delivery boy,,,,,,,,,,,,
5051,Customer shall able to favourite the restaurant,,,,,,,,,,,,
5052,The customer shall receive notifications upon both order acceptance and order delivery.,,,,,,,,,,,,
5053,Customer shall be able to use offers available for the restaurants they have selected.,,,,,,,,,,,,
5054,Delivery boy shall be able to start the shift.,,,,,,,,,,,,
5055,Delivery boy shall be able to receive incoming request from restaurant.,,,,,,,,,,,,
5056,Delivery boy shall be able to acknowledge for the request.,,,,,,,,,,,,
5057,Delivery boy shall be able to acknowledge for request within 3 sec of time.,,,,,,,,,,,,
5058,Delivery boy shall be able to toggle Online/Offline/Break option.,,,,,,,,,,,,
5059,Delivery boy shall be able to reach the restaurant and check with order details.,,,,,,,,,,,,
5060,Delivery boy shall be able to receive customer details from restaurant.,,,,,,,,,,,,
5061,Delivery boy shall be able to pick up and deliver order to customer.,,,,,,,,,,,,
5062,Delivery boy shall be able to receive rating from customers.,,,,,,,,,,,,
5063,"Delivery boy shall be able to receive notification for restaurant details, payment details of customer.",,,,,,,,,,,,
5064,Delivery boy shall be able to receive payment if order is done with cash.,,,,,,,,,,,,
5065,Admin shall be able to Manage users.,,,,,,,,,,,,
5066,Admin shall be able to Manage providers.,,,,,,,,,,,,
5067,Admin shall be able to Mange accounts.,,,,,,,,,,,,
5068,Admin shall be able to CRUD items for restaurant.,,,,,,,,,,,,
5069,Admin shall be able to manage restaurant details,,,,,,,,,,,,
5070,Admin shall be able to manage restaurant rate and reviews.,,,,,,,,,,,,
5071,Admin shall be able to manage Delivery boy details.,,,,,,,,,,,,
5072,Admin shall be able to display top rated restaurant.,,,,,,,,,,,,
5073,Admin shall be able to display offers for specific restaurant.,,,,,,,,,,,,
5074,Admin shall be able to contact between Delivery boy and restaurant to replace or cancel order if items are not available.,,,,,,,,,,,,
5075,Admin shall be able to add promo code/offers.,,,,,,,,,,,,
5076,"Dispute panel shall be able to reassign order in the case, if delivery boy dint acknowledge the request.",,,,,,,,,,,,
5077,"Dispute panel shall manage, if customer needs replacement of order or cancel order in case of order not available.",,,,,,,,,,,,
5078,"The system shall log every state and state change of action, tablet and display to provision recovery from system failure.",,,,,,,,,,,,
5079,The system shall utilise periodic 120-second keep-alive messages between mobile and the server to monitor app operational status.,,,,,,,,,,,,
5080,The system shall be able to use the app in different platforms like different versions of OS mobiles.,,,,,,,,,,,,
5081,The system shall be able to do authentication process for login and payment through bankcard.,,,,,,,,,,,,
5082,The user shall be able to do payment with secured bank payment mode which is given by user for login.,,,,,,,,,,,,
5083,The system shall be able to do encryption and decryption of data for password which is given by user for login.,,,,,,,,,,,,
5084,Any element of the system will take no longer than 10-seconds to restart.,,,,,,,,,,,,
5085,Admin must not dismiss an engaged menu unless the customer requests it.,,,,,,,,,,,,
5086,"The server shall be capable of supporting no less than 200 concurrent connections from any combination of computers, tablets and displays.",,,,,,,,,,,,
5087,"The server shall be capable of supporting an arbitrary number of active orders, that is, no orders shall be lost under any circumstances.",,,,,,,,,,,,
5088,User shall be able to store a limited number of snaps using Memories.,,,,,,,,,,,,
5089,"User shall be able to capture photos or videos, apply various effects, and share the resulting snap.",,,,,,,,,,,,
5090,"User shall be able to add other Snapchatters as friends using multiple methods, with a friend request sent upon acceptance.",,,,,,,,,,,,
5091,User shall be able to create and customize a personal emoji avatar through Bitmoji integration.,,,,,,,,,,,,
5092,"User shall be able to view and share friends' stories and global content, with options to take screenshots or report inappropriate content.",,,,,,,,,,,,
5093,User shall be able to apply lenses and filters to snaps before or after capture using AI technology.,,,,,,,,,,,,
5094,User shall be able to use Shazam to identify music by sensing audio and comparing it with a database.,,,,,,,,,,,,
5095,"User shall be able to view real-time location maps with friends' Bitmoji representations, accessible by swiping down on the camera screen.",,,,,,,,,,,,
5096,"User shall be able to send various forms of messages, including text, media, and calls, with recent conversations displayed.",,,,,,,,,,,,
5097,"User shall be able to maintain and view streaks by exchanging snaps with friends, indicated by a fire emoji and number.",,,,,,,,,,,,
5098,"User shall be able to accumulate a Snapchat score based on usage, displayed below the user's selfie.",,,,,,,,,,,,
5099,User shall be able to generate and share a snapcode to share their profile.,,,,,,,,,,,,
5100,"User shall be able to store snaps, stories, and camera roll in a cloud-based platform accessible by swiping up from the camera screen.",,,,,,,,,,,,
5101,"User shall be able to protect selected snaps with a passcode, accessible through Memories, with options to change or forget the passcode.",,,,,,,,,,,,
5102,"User shall be able to search for other users, location-based stories, events, and more, with matched results displayed.",,,,,,,,,,,,
5103,User shall be able to access support guidelines and contact options through the Snapchat support webpage.,,,,,,,,,,,,
5104,"User shall be able to add, modify, or remove user data, with changes reflected successfully.",,,,,,,,,,,,
5105,"User shall be able to sign up and validate credentials, leading to access to the Snap camera screen.",,,,,,,,,,,,
5106,"User shall be able to create and participate in group chats, with options for various forms of communication and information exchange.",,,,,,,,,,,,
5107,"User shall be able to track the status of sent snaps, displaying ""delivered"" or ""received"" as appropriate.",,,,,,,,,,,,
5108,"User shall be able to register for the application using a valid phone number, with a prompt upon installing the app.",,,,,,,,,,,,
5109,Application shall detect contacts from the user's phone book and automatically add WhatsApp contacts to the user's contact list.,,,,,,,,,,,,
5110,"User shall be able to send instant messages to any contact on their WhatsApp list, with delivery notifications displayed.",,,,,,,,,,,,
5111,User shall be able to create groups of contacts and broadcast messages to these groups.,,,,,,,,,,,,
5112,"User shall be able to send audio, video, and image attachments, with supported formats and a maximum file size of 2MB per message.",,,,,,,,,,,,
5113,"User shall be able to track message status to determine if messages have been read by the recipient, indicated by tick marks.",,,,,,,,,,,,
5114,WhatsApp shall distinguish between Wi-Fi and mobile data networks for media download operations.,,,,,,,,,,,,
5115,User shall be able to connect to both Wi-Fi and mobile networks for seamless connectivity.,,,,,,,,,,,,
5116,User shall be able to exchange data efficiently over the network.,,,,,,,,,,,,
5117,User shall have the option to input using either touch screen or keypad methods.,,,,,,,,,,,,
5118,User shall operate efficiently with a minimum processor speed of 500MHz.,,,,,,,,,,,,
5119,User shall have access to continuous power to ensure uninterrupted operation.,,,,,,,,,,,,
5120,"User shall be able to utilize the device's camera, gallery, and microphone functionalities.",,,,,,,,,,,,
5121,User shall perform adequately under adverse conditions such as slow internet and low battery.,,,,,,,,,,,,
5122,User shall ensure uninterrupted connections and maintain a high data transfer rate.,,,,,,,,,,,,
5123,User shall benefit from 256-Bit SSL encryption for secure data transmission in WhatsApp.,,,,,,,,,,,,
5124,"User shall have access to the WhatsApp internal server, which must be available 24/7.",,,,,,,,,,,,
5125,User shall enjoy maximal security measures implemented in the application to prevent unauthorized access.,,,,,,,,,,,,
5126,Only maintainers shall be granted access to internal servers for maintenance purposes.,,,,,,,,,,,,
5127,User shall post intelligence items with required spatial index and optional meta-data.,,,,,,,,,,,,
5128,User shall filter and retrieve intelligence items based on various criteria.,,,,,,,,,,,,
5129,"User shall link intelligence items, such as public transport messages, to crowd-sourced messages.",,,,,,,,,,,,
5130,City endpoint client shall pull and push data between endpoints and cache.,,,,,,,,,,,,
5131,"City endpoint client shall query, filter, and transform data sources.",,,,,,,,,,,,
5132,City endpoint client shall push comments to endpoints.,,,,,,,,,,,,
5133,"Cache shall store relevant intelligence items, expiring after 12 hours or longer if liked by a traveler.",,,,,,,,,,,,
5134,"User database shall persist membership, trajectories, and karma.",,,,,,,,,,,,
5135,"Social travel application shall allow users to select, define, record, or import routes.",,,,,,,,,,,,
5136,Social travel application shall pull intelligence from the cache based on the current route and timespan.,,,,,,,,,,,,
5137,Social travel application shall filter intelligence client-side without additional requests.,,,,,,,,,,,,
5138,Social travel application shall enable social actions on intelligence and export to external social networks.,,,,,,,,,,,,
5139,"Social travel application shall send intelligence to the cache with location, timestamp, and metadata.",,,,,,,,,,,,
5140,"The system shall be designed to handle a load of 20,000 queries per day, particularly during peak traffic hours.",,,,,,,,,,,,
5141,"Security and privacy in the mobility domain shall be prioritized by the system, ensuring transparency and trust.",,,,,,,,,,,,
5142,The system shall implement anonymization and aggregation techniques to securely share route information.,,,,,,,,,,,,
5143,Encryption shall be employed by the system for all privacy-sensitive data stored on the server.,,,,,,,,,,,,
5144,The system shall disclose security policies and practices to build user trust.,,,,,,,,,,,,
5145,The system shall allow the use of unverified (anonymous) avatars or aliases.,,,,,,,,,,,,
5146,"End-users shall be provided with control over their private data, including deletion options, by the system.",,,,,,,,,,,,
5147,"The system shall ensure multi-lingual support, with English, Turkish, Finnish, and Italian as supported languages due to replication partnerships.",,,,,,,,,,,,
5148,"User can create profiles with health worker information, attaching usernames for identification, and supporting multiple users on a single device.",,,,,,,,,,,,
5149,User can register working locations of healthcare workers for use in health survey forms.,,,,,,,,,,,,
5150,System downloads disease data offline to minimize typing in surveys.,,,,,,,,,,,,
5151,"System conducts health surveys to identify disease outbreaks, storing data offline if connectivity fails.",,,,,,,,,,,,
5152,System supports offline surveys for uninterrupted data collection.,,,,,,,,,,,,
5153,"User shall access the main menu on the home screen, which includes options like ""Care Give Support"", ""Track your Child"", and ""Hospital Information"".",,,,,,,,,,,,
5154,"User shall input information about their child's routine care, including weight, feedings, and oxygen saturation, on the ""Track Your Child"" page.",,,,,,,,,,,,
5155,User shall be able to view the application logo and affiliate logos upon startup.,,,,,,,,,,,,
5156,"User shall have access to LLU phone numbers, emails, local resources, personal contacts, and healthcare providers on the Contacts page.",,,,,,,,,,,,
5157,"User shall find hospital information, including email and website links, cafeteria hours, daily menu, area map, and shower availability, on the Hospital Information page.",,,,,,,,,,,,
5158,User shall toggle between English and Spanish languages using a switch located in the top right corner of every screen for enhanced accessibility.,,,,,,,,,,,,
5159,User shall navigate back to the previous screen using the back button located in the top left corner of every screen except the Homepage.,,,,,,,,,,,,
5160,System shall generate alert messages for upcoming or overdue vaccination dates.,,,,,,,,,,,,
5161,User shall upload images of prescriptions for illness records.,,,,,,,,,,,,
5162,User shall add vaccination records for each child.,,,,,,,,,,,,
5163,System shall provide pop-up messages prompting profile updates for children.,,,,,,,,,,,,
5164,The system shall allow new patients to register by providing necessary personal and contact information.,,,,,,,,,,,,
5165,The system shall validate and verify the registration details to ensure accuracy and prevent duplicate entries.,,,,,,,,,,,,
5166,Registered patients shall be able to log in to the portal using their credentials.,,,,,,,,,,,,
5167,"Patients shall have the ability to update and manage their profile information, including personal details, medical history, and insurance information.",,,,,,,,,,,,
5168,Patients shall be able to request appointments with healthcare providers based on their availability.,,,,,,,,,,,,
5169,The system shall provide a calendar view of available appointment slots for each healthcare provider.,,,,,,,,,,,,
5170,"Healthcare providers shall have the ability to accept, reschedule, or cancel appointments.",,,,,,,,,,,,
5171,Patients shall receive confirmation and reminder notifications for their scheduled appointments.,,,,,,,,,,,,
5172,"The system shall securely store and manage patient electronic health records, including medical history, diagnoses, treatments, and lab results.",,,,,,,,,,,,
5173,Authorized healthcare providers shall have access to view and update patient EHRs.,,,,,,,,,,,,
5174,The system shall support the integration of external systems for importing and exporting EHR data.,,,,,,,,,,,,
5175,Healthcare providers shall have the ability to create and send electronic prescriptions to pharmacies.,,,,,,,,,,,,
5176,The system shall maintain a record of prescribed medications and dosages for each patient.,,,,,,,,,,,,
5177,Patients shall be able to view and request prescription refills through the portal.,,,,,,,,,,,,
5178,Patients and healthcare providers shall be able to communicate securely through the portal.,,,,,,,,,,,,
5179,The system shall support real-time messaging and notifications for instant communication.,,,,,,,,,,,,
5180,"Attachments and images shall be allowed in messages, subject to file size restrictions.",,,,,,,,,,,,
5181,Patients shall have the option to make payments for services provided through the portal.,,,,,,,,,,,,
5182,The system shall securely process online payments using standard payment gateways.,,,,,,,,,,,,
5183,Healthcare providers shall have access to billing and payment history for each patient.,,,,,,,,,,,,
5184,"The portal shall provide a repository of informative articles, FAQs, and health tips for patients.",,,,,,,,,,,,
5185,The content shall be categorized and easily searchable.,,,,,,,,,,,,
5186,Patients shall have the ability to bookmark and save their favorite resources for future reference.,,,,,,,,,,,,
5187,"The system shall generate analytics and reports for healthcare providers, including patient demographics, appointment statistics, and EHR insights.",,,,,,,,,,,,
5188,The reports shall be accessible through a user-friendly interface and exportable in common formats.,,,,,,,,,,,,
5189,"The healthcare portal shall be accessible and optimized for mobile devices, ensuring a seamless user experience across different screen sizes and orientations.",,,,,,,,,,,,
5190,"The user interface shall be responsive, adapting to various devices and browsers.",,,,,,,,,,,,
5191,The healthcare portal shall employ industry-standard encryption and security measures to protect patient data from unauthorized access.,,,,,,,,,,,,
5192,"User authentication shall be implemented using strong password policies and, optionally, additional authentication factors.",,,,,,,,,,,,
5193,Access controls shall be enforced to ensure that only authorized users can view and modify patient data.,,,,,,,,,,,,
5194,The system shall be capable of handling a large number of simultaneous users without significant performance degradation.,,,,,,,,,,,,
5195,"Response times for critical operations, such as appointment scheduling and EHR access, shall meet acceptable benchmarks.",,,,,,,,,,,,
5196,"The healthcare portal shall have high availability, with minimal downtime for scheduled maintenance and updates.",,,,,,,,,,,,
5197,The system shall include backup and disaster recovery mechanisms to safeguard against data loss.,,,,,,,,,,,,
5198,"The user interface shall be intuitive, user-friendly, and accessible to users with varying levels of technical expertise.",,,,,,,,,,,,
5199,Clear instructions and tooltips shall be provided where necessary to guide users through different features and processes.,,,,,,,,,,,,
5200,"User shall store the starting, closing, intraday high, and intraday low of a stock in the database.",,,,,,,,,,,,
5201,User shall save the dividend released by each company for client information.,,,,,,,,,,,,
5202,"User shall display a tabular representation of the current stock value, highest and lowest values recorded, and the P/E ratio.",,,,,,,,,,,,
5203,User shall plot a graphical representation of time versus stock value using closing rates.,,,,,,,,,,,,
5204,System shall validate Client ID format as AADDMMYYYY99 and reject other formats immediately.,,,,,,,,,,,,
5205,User shall dissolve details from both tables into a single form or make them accessible from one form.,,,,,,,,,,,,
5206,System shall validate Client ID format as AADDMMYYYY99 before proceeding.,,,,,,,,,,,,
5207,System shall use the current stock value in calculations.,,,,,,,,,,,,
5208,User shall calculate transaction amount by multiplying shares by current stock rate.,,,,,,,,,,,,
5209,User shall determine brokerage by multiplying transaction amount by brokerage percentage.,,,,,,,,,,,,
5210,User shall provide an option to set and update brokerage percentage.,,,,,,,,,,,,
5211,"User shall validate Client name to include only alphabets and spaces, rejecting inputs with numbers or other ASCII characters.",,,,,,,,,,,,
5212,"User shall establish Address of Communication using four lines, each 25 characters long, for house name/number, street name/place, and state.",,,,,,,,,,,,
5213,"User shall validate PAN card number format as AAAA9999A, with first five characters as letters, followed by four digits, and ending with a letter.",,,,,,,,,,,,
5214,User shall specify bank details for issuing cheques obtained from selling stocks.,,,,,,,,,,,,
5215,User shall utilize Client ID and Demat account number for quick data retrieval.,,,,,,,,,,,,
5216,System shall lock databases to protect sensitive client information from intrusion and unauthorized modifications.,,,,,,,,,,,,
5217,Administrator shall have exclusive editing access to databases.,,,,,,,,,,,,
5218,Authorization login shall be required when the software starts.,,,,,,,,,,,,
5219,Access to client details shall require Client ID for data protection.,,,,,,,,,,,,
5220,System shall ensure that transactions reflect accurately in databases without any data loss.,,,,,,,,,,,,
5221,There shall be no data loss or loss of data integrity during share buying or selling transactions.,,,,,,,,,,,,
5222,Stock Master shall be reusable and extendable to other exchanges or stock types.,,,,,,,,,,,,
5223,"Testing of Stock Master shall include traversing all forms, stress testing, and Authorization tests.",,,,,,,,,,,,
5224,System shall offer a registration form for users.,,,,,,,,,,,,
5225,Users shall input a unique username.,,,,,,,,,,,,
5226,Users shall provide a valid email address.,,,,,,,,,,,,
5227,Users shall set a secure password complying with password constraints.,,,,,,,,,,,,
5228,"Upon submission, the system shall validate and check for duplicate or invalid entries.",,,,,,,,,,,,
5229,System shall present users with a clear login interface requiring username/email and password inputs.,,,,,,,,,,,,
5230,"The login interface shall include a ""Forgot Password?"" link.",,,,,,,,,,,,
5231,System shall cross-verify entered credentials with the stored user database.,,,,,,,,,,,,
5232,"Upon successful login, the system shall create a secure session for the user.",,,,,,,,,,,,
5233,Users shall remain authenticated until they choose to log out.,,,,,,,,,,,,
5234,"After registration, users shall be directed to a profile customization page.",,,,,,,,,,,,
5235,"Users shall input their date of birth, address, and phone number.",,,,,,,,,,,,
5236,System shall provide the option to link social media accounts for easier sharing and connectivity.,,,,,,,,,,,,
5237,Users shall add specific stocks to their portfolio.,,,,,,,,,,,,
5238,"Users shall view a list of their stocks, including current price, change percentage, and total value.",,,,,,,,,,,,
5239,Users shall update the number of shares for each stock in their portfolio.,,,,,,,,,,,,
5240,Users shall remove stocks from their portfolio.,,,,,,,,,,,,
5241,"System shall present users with updated stock prices, percentage changes, and volume for the current day.",,,,,,,,,,,,
5242,Users shall view trending and new stocks on a weekly basis.,,,,,,,,,,,,
5243,Users shall be displayed prominent stock market indices like the S&P500 and NASDAQ.,,,,,,,,,,,,
5244,Users shall search for specific stocks using stock symbols or company names.,,,,,,,,,,,,
5245,"Users shall purchase stocks, specifying the number of shares and order type (e.g., market order, limit order).",,,,,,,,,,,,
5246,Users shall sell their stocks for successful trade.,,,,,,,,,,,,
