F,A,FT,L,LF,MN,O,PE,PO,SC,SE,US,confidence,rationale,row_id,model,error
False,False,False,False,False,True,False,False,False,False,False,False,0.86,"Requirement specifies ease of swapping algorithms (modularity, replaceability), which is a maintainability/modifiability concern. It does not specify availability, performance, portability, security, or functional behavior.",3960,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.88,"Specifies a functional computation/metric (how to calculate overall accuracy). No quality/ non-functional constraints (performance, security, usability, etc.) are mentioned.",3961,gpt-5-mini,
False,False,False,False,False,False,False,True,False,False,False,False,0.82,"The requirement specifies a quantitative accuracy target (~80%) for a component, which is a measurable quality/performance metric rather than a functional behavior or other non-functional category.",3962,gpt-5-mini,
False,False,False,False,False,False,False,True,False,False,False,False,0.8,This requirement specifies a quantitative accuracy target (quality/performance metric) for a unit. It is a non-functional performance-related measure rather than a functional capability or other NFR category.,3963,gpt-5-mini,
False,False,False,False,False,False,False,True,False,False,False,False,0.8,"This requirement specifies a quantitative accuracy target (≈70%) for a system unit, which is a performance/quality metric rather than a functional behavior or other NFR categories. It does not address availability, security, usability, scalability, etc.",3964,gpt-5-mini,
False,False,False,False,False,False,False,True,False,False,False,False,0.9,"Specifies a quantitative response-time constraint (average <= 2s) which is a performance requirement. It does not address availability, functionality, security, or other quality attributes.",3965,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,True,False,0.9,"This requirement specifies that the FAU class shall log security-relevant events (functional behavior) and defines the content of security logs, which is a security-related requirement (audit/logging for security). It does not explicitly address availability, fault tolerance, maintainability, operability, performance, portability, scalability, legal, look-and-feel, or usability.",3966,gpt-5-mini,
False,False,False,False,False,False,False,True,False,False,False,False,0.9,"Specifies performance-related requirements: optimized queries, instantaneous screen transitions, and sub-second computation, which are clearly performance non-functional constraints.",3967,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,True,True,0.82,"Requirement specifies behavioral constraints (must not interfere with other apps/data) — a functional constraint — and addresses protection of other apps/data (security/integrity). The planned user warnings relate to usability/safety (user-facing alerts), so mark US. Other quality categories are not implied.",3968,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,True,True,0.88,"Specifies a system behavior (rely solely on Google email verification) => functional. It concerns authentication approach and security posture (authentication mechanism) => security. States prioritizing convenience over robust authentication => implies usability focus (convenience) rather than stronger security; therefore classify as usability as well. No explicit mention of availability, fault tolerance, portability, legal, maintainability, operability, performance, or scalability.",3969,gpt-5-mini,
False,False,False,False,True,False,False,False,False,False,False,True,0.88,"Requirement focuses on user interface aesthetics (visually-appealing design) and ease of use (usability, clarity, informative notifications/pop-ups to guide users). No explicit availability, performance, security, scalability, portability, maintainability, operability, or legal concerns are mentioned.",3970,gpt-5-mini,
True,True,True,False,False,False,False,False,False,False,False,False,0.86,"Specifies correct expense-splitting behavior (functional). Requires full offline operation/caching until reconnection — implies availability when offline and graceful degradation/resilience (fault tolerance). No explicit security, performance, scalability, legal, or UI requirements.",3971,gpt-5-mini,
False,False,False,False,True,False,False,False,False,False,False,True,0.86,"Requirement mandates that UI text be presented in the selected language—this concerns user interface presentation and user experience (look & feel and usability). It does not specify availability, security, performance, portability, or functional business logic.",3972,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,True,0.88,Specifies a system capability (supporting English) which is a functional requirement; it also impacts usability as language support affects user interaction and accessibility.,3973,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,True,0.8,"This is a functional requirement specifying a feature (support Dutch as a UI language). It also impacts usability for Dutch-speaking users, so Usability is marked. No explicit mention of other quality attributes (performance, security, legal, etc.).",3974,gpt-5-mini,
False,False,False,False,False,True,True,False,False,False,False,False,0.77,"The requirement constrains who may perform addition of sub-apps (must be a qualified programmer), which primarily concerns operability/administration and maintainability (procedural/maintenance responsibility). It does not state functional behavior of the system itself nor specify availability, performance, security mechanisms, or UI/look-and-feel.",3975,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,True,False,0.86,Specifies deletion behavior (functional) and restricts who may perform it ('qualified programmer') implying an authorization/security constraint. No mention of other quality attributes.,3976,gpt-5-mini,
True,False,False,False,True,False,False,False,False,False,False,False,0.88,"Requirement specifies a capability to change UI colors (a functional feature) and directly concerns the visual appearance of the application (look & feel). It does not mention availability, performance, security, portability, scalability, maintainability, operability, or usability explicitly.",3977,gpt-5-mini,
True,False,False,False,True,False,False,False,False,False,False,False,0.82,"Requirement specifies a capability (system shall be able to change fonts) — a functional behavior — and concerns the visual appearance of the user interface (look & feel). It does not mention availability, performance, security, scalability, portability, maintenance, operability, or explicitly usability/accessibility.",3978,gpt-5-mini,
True,False,False,False,True,False,False,False,False,False,False,False,0.86,"This requirement specifies a capability the system must provide (ability to change icons) — a functional requirement. It also directly concerns the user interface appearance (icons), so it maps to Look & Feel. No explicit references to availability, security, performance, portability, scalability, maintainability, operability, legal or usability constraints.",3979,gpt-5-mini,
True,False,False,False,True,False,False,False,False,False,False,False,0.8,"Requirement specifies a system capability ('shall be able to change the buttons') — a functional requirement. It concerns presentation/customization of the user interface (buttons), which pertains to look and feel. No explicit mention of availability, security, performance, portability, scalability, maintainability, operability, or usability metrics, so those are not set.",3980,gpt-5-mini,
True,False,False,False,True,False,False,False,False,False,False,False,0.92,"Specifies a system capability (change background) — functional — and pertains to UI appearance/customization, so relates to Look & Feel. No other quality attributes are implied.",3981,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.77,"This requirement specifies a capability the system must provide (ability to change UI text elements), which is a functional requirement. It does not explicitly state availability, performance, security, usability, look-and-feel, or other non-functional constraints.",3982,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.72,"This requirement specifies a behavior constraint on language selection (restricting it to the main application), which is a functional behavior rather than a quality attribute. No explicit availability, security, usability, or other NFRs are implied.",3983,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,True,0.8,"Specifies system behavior (the default language setting) so it's functional. It also concerns user-facing language which affects usability/UX. It does not address availability, performance, security, portability, scalability, or visual design explicitly.",3984,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"This requirement specifies a functional behavior: the system must display a launcher to a specific Map-app version on the main menu. It does not state non-functional constraints (availability, performance, security, look-and-feel, etc.).",3985,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"Specifies a UI behavior: the system shall display a launcher for a specific app/version on the main menu, which is a functional requirement about what the system should do.",3986,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"Requirement specifies a visible behavior (displaying a launcher on the main menu) which is a functional requirement. It does not mention availability, performance, security, usability, or other non-functional aspects.",3987,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"This requirement specifies a system behavior (displaying a launcher to a specific app version on the main menu), which is a functional requirement. It does not specify availability, performance, security, UI aesthetics, or other non-functional qualities.",3988,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.87,"Specifies a visible behavior: the system shall display a launcher to a specific app/version on the main menu. This is a functional requirement describing what the system should do, with no non-functional constraints implied.",3989,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.98,"Specifies a system behavior (displaying a launcher link/menu item for a specific app/version) — a functional requirement. No quality/constraint (availability, performance, security, UI look & feel beyond displaying) is implied.",3990,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.92,"This requirement specifies a functional behavior (conditionally display a launcher in the main menu based on selected language). It does not state availability, security, performance, or other non-functional concerns.",3991,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"Requirement specifies a system behavior (conditionally display a launcher in the main menu when Dutch is selected), which is a functional user-facing behavior. It does not explicitly state non-functional aspects like availability, performance, security, usability, or look-and-feel constraints.",3992,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.7,"Despite garbled wording, the sentence specifies a system capability accessible from the main menu (an action/feature), which is a functional requirement. No non-functional QoS aspects are mentioned.",3993,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.91,"Specifies a functional capability: the system shall tweet from the main menu. No quality/constraint (security, performance, availability, usability, etc.) is implied.",3994,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"Specifies a system feature (providing a link to Twitter settings) — a functional requirement for UI behavior. No non-functional quality (security, availability, usability, etc.) is explicitly stated.",3995,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.88,"This requirement specifies a system capability (providing a link), which is functional. It does not explicitly state non-functional concerns such as security, usability, performance, etc.",3996,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"This requirement specifies a user-facing capability (ability to save username/password) — a functional feature. It does not explicitly state security, availability, performance, or other quality constraints, so only Functional is set.",3997,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"The requirement specifies a functional capability (user can save username/password). It does not mention availability, security, storage protection, usability, or other quality attributes, so only Functional is set.",3998,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a system behavior (allow user to delete saved Twitter username/password in settings), which is a functional requirement. It does not explicitly state security, availability, performance, or other non-functional concerns.",3999,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.88,"This requirement specifies a system behavior (allow user to delete saved username/password) which is a functional capability. It does not specify availability, security constraints, usability, or other quality attributes explicitly.",4000,gpt-5-mini,
False,False,False,False,True,False,False,False,False,False,False,False,0.84,"Requirement specifies modifying appearance of launchers, which concerns look & feel (UI appearance). It does not state availability, performance, security, usability metrics, or maintainability.",4001,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.92,This is a functional requirement specifying the system shall provide a search capability (search campus buildings by name). No non-functional quality attributes are mentioned.,4002,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.95,"This requirement specifies a functional capability (search for a building by address). It does not mention availability, performance, security, usability, or other non-functional aspects.",4003,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.92,"This requirement specifies a functional capability (search for a POI by name). It does not mention availability, performance, security, usability, or other non-functional aspects.",4004,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a functional capability: displaying buildings that match search inputs (ties to other functional requirements UCR201/UCA202). It does not describe availability, performance, security, UI aesthetics, scalability, or other non-functional qualities.",4005,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies functional behavior: performing a search by name and displaying matching POIs. It does not state availability, performance, security, usability, or other quality constraints.",4006,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.85,"Specifies system behavior: displaying a search result element (building or POI) on the map view and references related use-case requirements. No explicit non-functional constraints (performance, security, usability, etc.) are stated.",4007,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a system capability (ability to navigate between campus buildings), which is a functional behavior. It does not explicitly state availability, performance, usability, security, or other quality attributes.",4008,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This statement specifies a functional capability (navigation from a building to a campus POI). It does not explicitly state availability, performance, security, usability, or other quality attributes, so only Functional is set.",4009,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"This requirement specifies a capability the system must provide (navigating from a POI to a campus building), which is a functional behavior. It does not state availability, performance, security, usability, or other quality constraints, so no non-functional labels are set.",4010,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a system capability (ability to navigate between points of interest), which is a functional behavior. It does not explicitly mention availability, performance, usability, security, or other quality attributes.",4011,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a functional capability—ability to navigate from one POI to another on campus. It does not state non-functional constraints (performance, usability, availability, etc.), so only Functional is set.",4012,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"Specifies a capability of the system (navigation between campus locations), which is a functional requirement. No availability, performance, usability, security or other quality constraints are stated.",4013,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.82,"This requirement specifies a functional capability of the system (ability to switch between transport modes during navigation). It does not mention availability, performance, security, usability, or other non-functional aspects explicitly.",4014,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.98,"This is a functional requirement specifying that the system shall provide a search capability for the from-location by building name. No non-functional qualities (availability, performance, security, etc.) are mentioned.",4015,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.92,"This requirement specifies a functional capability (search by building address). It does not state availability, performance, security, usability, or other quality attributes.",4016,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.91,"This is a functional requirement specifying a search capability (search for a from-location by POI name). It does not specify availability, performance, security, usability, or other non-functional attributes.",4017,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a functional capability—allowing the user to select a from-location from search results (based on UCAR211/UCAR212). It does not specify quality attributes like performance, security, usability, etc.",4018,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.85,"This is a functional requirement describing a user/system capability to select a 'from' location on a map. It does not specify availability, performance, security, UI aesthetics, or other non-functional aspects.",4019,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.92,"This is a functional requirement specifying the system shall provide a search capability for a destination ('to-location') by building name. No non-functional aspects (performance, security, availability, etc.) are stated.",4020,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.84,"This requirement specifies a functional capability (search for a destination by building address). It does not state any quality attributes such as availability, performance, security, usability, etc.",4021,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a functional capability: the system must support searching for a destination ('to-location') by the name of a point of interest (POI). No non-functional qualities (availability, performance, security, etc.) are mentioned.",4022,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a functional behavior: allowing the user to select a 'to-location' from search results (based on UCAR215/216). It does not state availability, performance, security, usability, or other non-functional constraints.",4023,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This describes a functional capability (allow user to select a destination on a map). It does not specify availability, performance, UI aesthetics, security, or other non-functional qualities.",4024,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.92,"This is a functional requirement specifying that the system must display the navigator's planned route in the map view. No non-functional aspects (performance, security, usability, etc.) are implied.",4025,gpt-5-mini,
True,False,False,False,True,False,False,False,False,False,False,False,0.9,Requirement specifies a display capability (functional) and explicitly mentions 'stylistic' map view which pertains to visual appearance/look-and-feel.,4026,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.85,"This requirement specifies a user-visible capability (display a satellite map view), which is a functional behavior. It does not state availability, performance, security, UI styling, or other quality attributes.",4027,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement describes a functional capability: the system must allow users to switch between map views (stylistic and satellite). It specifies user-facing behavior rather than availability, performance, security, or other non-functional aspects.",4028,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.85,"This requirement specifies a functional capability (zooming the map view) — an interaction the system must provide. It does not state availability, performance, usability metrics, or other non-functional constraints.",4029,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.88,"This requirement describes a specific system capability (allow users to pan the map view), which is a functional behavior. It does not explicitly state availability, performance, usability metrics, or other non-functional constraints.",4030,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"Requirement specifies a functional behavior: displaying the user's current location on a map view. It does not mention availability, performance, security, usability, or other quality attributes.",4031,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"Requirement specifies a functional capability: indicating/displaying points of interest in a building. No quality attributes (availability, security, performance, etc.) are mentioned.",4032,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"Requirement specifies a user-facing capability (allow users to tweet their current location), which is a functional behavior. It does not state availability, performance, security, scalability, or other non-functional concerns.",4033,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement describes a functional capability: allowing users to change their Facebook status to include their current location. It specifies what the system should do; it does not state availability, performance, security, UI/look-and-feel, or other quality attributes.",4034,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.85,"This specifies a capability (administrators can change the stylistic map), which is a functional requirement. It does not explicitly state non-functional concerns such as availability, security, usability, or operability.",4035,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"The requirement specifies a capability (administrators shall be able to add buildings), which is a functional requirement. It does not mention availability, security, performance, UI, or other quality attributes.",4036,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a functional capability (administrators can remove buildings). It does not mention availability, fault tolerance, security, usability, or other non-functional aspects.",4037,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a functional capability: administrators must be able to add vertices to paths in the route planner. It does not mention availability, performance, security, usability, or other non-functional aspects.",4038,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.95,"This specifies a system capability (administrators can remove vertices from route-planner paths), which is a functional requirement describing what the system should do. It does not mention availability, performance, security, or other quality attributes.",4039,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"This specifies a system capability: administrators must be able to remove edges from paths in the route planner, which is a functional behavior (user-facing feature for admins). It does not state availability, security, performance, or other quality attributes.",4040,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a capability (administrators can add edges to paths in the route planner), which is a functional behavior. It does not mention availability, performance, security, UI/maintainability, or other non-functional qualities.",4041,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,Specifies a user capability (administrators can add POIs with building/floor/room association). This is a functional requirement; no non-functional constraints are mentioned.,4042,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This specifies a functional capability (administrators can remove POIs by building/floor/room). No non-functional constraints (availability, security, performance, etc.) are mentioned.",4043,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.95,"This requirement describes a capability/behavior the system must provide (administrators linking a POI to building/floor/room), which is a functional requirement. It does not specify availability, performance, security, or other non-functional concerns.",4044,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.88,"Describes a specific capability (administrators can unlink a POI from building/floor/room) — a functional requirement. No explicit non-functional constraints (availability, security, usability, etc.).",4045,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This is a functional requirement specifying that the system shall display titles of news items from RSS feeds on the title screen. It does not specify availability, performance, security, usability, or other non-functional constraints.",4046,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.82,"This requirement specifies a system behavior (displaying first lines of news articles on the title screen) which is functional. It does not state availability, performance, security, UI aesthetics, usability, or other quality constraints.",4047,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a system behavior (displaying the full news report upon user selection), which is functional. It does not mention availability, performance, UI aesthetics, security, or other non-functional aspects.",4048,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a user-facing capability (the ability to like a news item), which is a functional behavior. It does not mention availability, performance, security, usability, or other non-functional aspects.",4049,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.95,"This requirement specifies a user capability (functional behavior) — the ability to tweet a news item. It does not mention availability, security, performance, portability, usability, or other non-functional concerns.",4050,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a functional capability (administrators can modify the list of English news RSS feeds). It does not state availability, security controls, UI look-and-feel, or other non-functional attributes.",4051,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,True,False,0.9,Specifies an administrator capability to modify a list (functional). The explicit mention of 'Administrators' implies role-based access control/authorization concern (security). No other quality attributes are specified.,4052,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.92,"This requirement specifies a concrete system behavior (display upcoming events on the title screen at app start), which is a functional requirement. It does not mention availability, performance, UI aesthetics beyond showing events, security, or other non-functional concerns.",4053,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This is a functional requirement specifying a feature (calendar view). It does not mention availability, security, usability, or visual/operational qualities explicitly.",4054,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"Specifies a functional capability for the user (opening a calendar view). No non-functional constraints (availability, performance, UI look-and-feel, etc.) are mentioned.",4055,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This specifies a user action (ability to close the calendar view), which is a functional requirement. It does not state availability, performance, security, usability, or other quality attributes.",4056,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.75,"This specifies a user capability (changing calendar month) describing what the system should do—purely functional. It does not mention availability, performance, security, usability, or other non-functional concerns.",4057,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a user capability (viewing which days have events in a calendar view), which is a functional behavior of the system. It does not explicitly state non-functional concerns such as performance, security, usability, or look-and-feel.",4058,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.84,"This is a functional requirement specifying system behavior (indicate current day on calendar). It does not specify availability, performance, security, UI look & feel beyond the basic function, or other non-functional aspects.",4059,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.87,"This requirement specifies a functional behavior: displaying events for a selected day in the calendar. It does not mention availability, performance, security, usability, or other non-functional aspects.",4060,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.85,"This requirement specifies a functional capability (search events by date). It does not state availability, performance, security, usability, or other non-functional constraints.",4061,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This is a functional requirement specifying a user capability (search for events by subject). It does not state any quality attributes such as performance, security, usability, etc.",4062,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"Requirement specifies a display behavior (show events matching search criteria by date or subject), which is a functional behavior. No non-functional aspects (performance, security, usability, etc.) are mentioned.",4063,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.92,"This is a functional requirement specifying a user action (ability to like an event). No quality attributes (availability, security, performance, etc.) are implied.",4064,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a user capability (tweet an event), which is a functional behavior. It does not mention availability, performance, security, or other quality attributes.",4065,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"Specifies a concrete system behavior: extracting events from RSS feeds, filtering to those available in the agenda app and matching the selected language. This is a functional requirement; no non-functional qualities are implied.",4066,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.92,"This requirement specifies a functional capability: administrators must be able to modify a list of agenda RSS feeds (available in English). It describes what the system should do rather than a quality attribute such as performance, security, or usability.",4067,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"This requirement specifies a functional capability: administrators must be able to modify a list of agenda RSS feeds (with the constraint that the feeds are available in Dutch). It describes what the system should do, and does not state availability, performance, security, legal, UI/look-and-feel, maintainability, operability, portability, scalability, or usability non-functional constraints.",4068,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This is a clear functional requirement describing a user capability (search for a person by name). No quality attributes (availability, performance, security, etc.) are mentioned.",4069,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.92,"This specifies a user capability (search for a person by department), which is a functional requirement. It does not mention availability, performance, security, UI, or other non-functional aspects.",4070,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a functional behavior: displaying employees matching a name search (references UCAR501/502). It does not state availability, performance, security, usability, or other quality constraints.",4071,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.83,"This requirement specifies a system capability (allow users to view personal information from search results), which is a functional behavior. It does not mention authorization, privacy, performance, availability, UI appearance, or other non-functional aspects, so only Functional is set.",4072,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.92,"This requirement describes a system capability (displaying the selected employee's office location on a map), which is a functional behavior. It does not mention availability, performance, security, usability, or other non-functional aspects.",4073,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.92,"This is a functional requirement specifying route-planning behavior (what the system should do). It does not specify availability, performance, security, UI, or other non-functional properties.",4074,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.89,Specifies a system behavior (displaying most searched items on title screen at app launch) — a functional requirement describing what the system should do; no explicit non-functional constraints implied.,4075,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"Specifies a concrete functional behavior: showing the most recent items on the title screen at app launch. No non-functional constraints (performance, availability, usability, etc.) are implied.",4076,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This specifies a user capability (search by word or phrase), which is a functional requirement; no non-functional qualities (performance, security, usability, etc.) are mentioned.",4077,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.88,"This requirement specifies a user capability—seeing a displayed set of topics during a search—which describes functional behavior of the system. It does not state availability, performance, security, usability, or other quality constraints.",4078,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.94,"This is a functional requirement describing a user action (selecting a topic from search results). It does not specify quality attributes such as performance, usability, security, etc., so only Functional is marked.",4079,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This is a functional requirement describing a user action/feature: ability to view the full text by clicking. It does not mention availability, performance, security, usability, or other quality attributes.",4080,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.8,"This specifies a user capability (ability to like a topic), which is a functional requirement. No non-functional qualities (performance, security, availability, etc.) are mentioned.",4081,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This statement specifies a user capability (ability to tweet about a topic), which is a functional requirement. It does not mention availability, performance, security, usability, or other non-functional aspects.",4082,gpt-5-mini,
True,False,False,False,True,False,False,False,False,False,False,False,0.88,"This requirement specifies a user-facing capability (displaying most-searched items at app startup) which is a functional behavior. It also constrains the UI location (title screen), implying a look-and-feel/user interface requirement. No availability, performance, security, or other quality attributes are stated.",4083,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.86,"Specifies a user capability (select a topic from search results), which is a functional requirement. No quality attributes (performance, usability, security, etc.) are implied.",4084,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.95,"This is a functional requirement specifying a user action (ability to like a topic). No quality attributes (availability, security, performance, etc.) are mentioned.",4085,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.84,"This requirement specifies a system function (allowing a user to tweet a topic). It describes what the system should do (functional behavior) and does not mention any quality attributes such as availability, performance, security, usability, etc.",4086,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.9,"This requirement specifies a functional capability (the app must display the TU/e Facebook page on the title screen). It does not state availability, performance, security, UI styling, or other non-functional constraints.",4087,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,True,0.84,"Specifies a user capability to select Facebook sites from a list (functional). Involves user interaction/choice from UI, so usability is relevant. No indications of availability, security, performance, etc.",4088,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,False,0.95,"This specifies a concrete system behavior (display the TU/e Facebook page on the title screen when the Facebook app starts), which is a functional requirement. It does not state availability, performance, security, portability, or other quality constraints.",4089,gpt-5-mini,
True,False,False,False,False,False,False,False,False,False,False,True,0.85,"This is primarily a functional requirement (provides a feature to select TU/e Facebook sites). It also specifies a user-facing selection at startup (UI interaction), which relates to usability/UX, so US is included. No indication of other quality attributes.",4090,gpt-5-mini,
